YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,FRGT,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SN02,SN03,SN52,SN53,SNOW,SNWD,SX02,SX03,SX52,SX53,TAVG,THIC,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV07,WV20
1948,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,99.0,,,,,,,,,,,,,,
1948,4,17,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,48.92,33.98,,,,,,,,,,,,,-9999.0,,-9999.0,,1.0,,,-9999.0,,,,,,,-9999.0,,1.0,,,,,
1948,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,-9.0,,,,,-9.0,,,,,,,-9.0,,,,,,,
1948,4,19,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,50.0,35.06,,,,,,,,,,,,,999.0,,999.0,,999.0,,,999.0,,,,,,,999.0,,1.0,,,,,
1948,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,-999.0,,,,,,,-999.0,,,,,,,
1948,4,22,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,64.04,42.08,,,,,,,,,,,,,9999.0,,9999.0,,9999.0,,,9999.0,,,,,,,9999.0,,9999.0,,,,,
1948,4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,,,,,,,,,-99.0,,-99.0,,,,,
1948,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,,,,,,,,,99.0,,99.0,,,,,
1948,4,25,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,78.08,42.980000000000004,,,,,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,-9999.0,,,,,,,-9999.0,,-9999.0,,,,,
1948,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,-9.0,,,,,,,,,-9.0,,,,,
1948,4,27,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,71.96,50.0,,,,,,,,,,,,,999.0,,999.0,,999.0,,,999.0,,,,,,,1.0,,999.0,,,,,
1948,4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,-999.0,,,,,,,,,,,,,,
1948,4,30,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,62.059999999999995,32.0,,,,,,,,,,,,,9999.0,,9999.0,,9999.0,,,9999.0,,,,,,,9999.0,,9999.0,,,,,
1948,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,,-99.0,,,,,,,-99.0,,-99.0,,,,,
1948,5,1,,,,,,,,,,,5.0,,,,,,,,,0.0,0.0,,,,,,,55.04,35.96,,,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,,,1.0,,1.0,,,,,
1948,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,,,,,,,,
1948,5,3,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,53.96,37.04,,,,,,,,,,,,,,,999.0,,999.0,,,,,,,,,,999.0,,999.0,,,,,
1948,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,-999.0,,-999.0,,,,,
1948,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1948,5,6,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,60.980000000000004,48.02,,,,,,,,,,,,,,,9999.0,,9999.0,,,,,,,,,,1.0,,9999.0,,,,,
1948,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,,,-99.0,,,,,
1948,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,,,99.0,,99.0,,,,,
1948,5,9,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,80.06,37.04,,,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,
1948,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,
1948,5,11,,,,,,,,,,,28.0,,,,,,,,,0.0,0.0,,,,,,,71.06,39.02,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,999.0,,,,,
1948,5,14,,,,,,,,,,,5.0,,,,,,,,,,0.0,,,,,,,53.96,33.98,,,,,,,,,,,,,,,9999.0,,9999.0,,,,,,,,,,1.0,,1.0,,,,,
1948,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,,,,,,,,
1948,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,,,,,99.0,,,,,
1948,5,17,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,62.959999999999994,35.06,,,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,
1948,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,-9.0,,-9.0,,,,,
1948,5,19,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,69.98,35.96,,,,,,,,,,,,,,,999.0,,999.0,,,,,,,,,,999.0,,999.0,,,,,
1948,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,,,,,,-999.0,,-999.0,,,,,
1948,5,22,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,71.96,44.96,,,,,,,,,,,,,,,9999.0,,9999.0,,,,,,,,,,9999.0,,9999.0,,,,,
1948,5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,-99.0,,-99.0,,,,,
1948,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,,,99.0,,99.0,,,,,
1948,5,25,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,89.96000000000001,48.02,,,,,,,,,,,,,,,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,
1948,5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,-9.0,,,,,,,,,,-9.0,,-9.0,,,,,
1948,5,27,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,89.06,60.08,,,,,,,,,,,,,,,999.0,,999.0,,,,,,,,,,999.0,,999.0,,,,,
1948,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,-999.0,,,,,
1948,5,30,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,73.04,50.0,,,,,,,,,,,,,,,9999.0,,9999.0,,,,,,,,,,9999.0,,9999.0,,,,,
1948,5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,-99.0,,-99.0,,,,,
1948,6,1,,,,,,,,,,,53.0,,,,,,,,,0.0,0.0,,,,,,,86.0,55.94,,,,,,,,,,,,,-9999.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,
1948,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,,,,,,
1948,6,3,,,,,,,,,,,53.0,,,,,,,,,0.0,0.0,,,,,,,71.96,50.0,,,,,,,,,,,,,999.0,,999.0,,999.0,,,,,,,,,,1.0,,,,,,,
1948,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,,,,,,,,,,,,,,,
1948,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,
1948,6,6,,,,,,,,,,,3.0,,,,,,,,,0.0,0.0,,,,,,,82.94,48.02,,,,,,,,,,,,,9999.0,,1.0,,9999.0,,,,,,,,,,1.0,,,,,,,
1948,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,-99.0,,,,,,,,,,,,,,,,,
1948,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,,,,,,,,,99.0,,,,,,,
1948,6,9,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,89.96000000000001,53.96,,,,,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,,,,,,
1948,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,,,,,,,,,,,,,,,
1948,6,11,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,75.92,57.92,,,,,,,,,,,,,999.0,,999.0,,999.0,,,,,,,,,,1.0,,,,,,,
1948,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,,,,,,,,,,,,,,,
1948,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,9.0,,,,,,,
1948,6,14,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,91.03999999999999,55.04,,,,,,,,,,,,,9999.0,,1.0,,9999.0,,,,,,,,,,1.0,,,,,,,
1948,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,-99.0,,,,,,,,,,,,,,,,,
1948,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,,,,,,,,,99.0,,,,,,,
1948,6,17,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,87.98,59.0,,,,,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,,,,,,
1948,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,,,,,,,,-9.0,,,,,,,
1948,6,19,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,89.96000000000001,48.92,,,,,,,,,,,,,999.0,,999.0,,999.0,,,,,,,,,,999.0,,,,,,,
1948,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,,,,,,,,-999.0,,,,,,,
1948,6,22,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,87.98,51.98,,,,,,,,,,,,,9999.0,,9999.0,,9999.0,,,,,,,,,,9999.0,,,,,,,
1948,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,,,,,,,,,-99.0,,,,,,,
1948,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,,,,,,,,,99.0,,,,,,,
1948,6,25,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,91.03999999999999,60.980000000000004,,,,,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,,,,,,
1948,6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,,,,,,,,-9.0,,,,,,,
1948,6,27,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,80.06,57.02,,,,,,,,,,,,,999.0,,999.0,,999.0,,,,,,,,,,999.0,,,,,,,
1948,6,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,-999.0,,,,,,,,,,-999.0,,,,,,,
1948,6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,9.0,,,,,,,
1948,6,30,,,,,,,,,,,3.0,,,,,,,,,0.0,0.0,,,,,,,78.08,55.94,,,,,,,,,,,,,9999.0,,1.0,,9999.0,,,,,,,,,,1.0,,,,,,,
1948,6,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,-99.0,,,,,,,,,,,,,,,,,
1948,7,1,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,91.94,66.02,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,
1948,7,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,7,3,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,89.96000000000001,69.98,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,1.0,,,,,,,
1948,7,4,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,,,
1948,7,6,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,93.91999999999999,60.980000000000004,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,9999.0,,,,,,,
1948,7,7,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,-99.0,,,,,,,
1948,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,,,,,,,
1948,7,9,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,93.02,60.08,,,,,,,,,,,,,,,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,
1948,7,10,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,-9.0,,,,,,,
1948,7,11,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,87.98,60.980000000000004,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,999.0,,,,,,,
1948,7,12,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,-999.0,,,,,,,
1948,7,14,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,96.98,59.0,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,9999.0,,,,,,,
1948,7,15,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,-99.0,,,,,,,
1948,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,,,,,,,
1948,7,17,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,93.91999999999999,60.980000000000004,,,,,,,,,,,,,,,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,
1948,7,18,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,-9.0,,,,,,,
1948,7,19,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,91.94,57.02,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,999.0,,,,,,,
1948,7,20,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,7,22,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,86.0,55.94,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,9999.0,,,,,,,
1948,7,23,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,-99.0,,,,,,,
1948,7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,,,,,,,
1948,7,25,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,89.96000000000001,51.98,,,,,,,,,,,,,,,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,
1948,7,26,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,-9.0,,,,,,,
1948,7,27,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,96.98,64.04,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,999.0,,,,,,,
1948,7,28,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,-999.0,,,,,,,
1948,7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,9.0,,,,,,,
1948,7,30,,,,,,,,,,,28.0,,,,,,,,,0.0,0.0,,,,,,,91.03999999999999,64.94,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,
1948,7,31,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,8,1,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,91.94,62.959999999999994,,,,,,,,,,,,,,,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,
1948,8,2,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,-9.0,,,,,,,
1948,8,3,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,89.96000000000001,60.08,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,999.0,,,,,,,
1948,8,4,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,,,
1948,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,
1948,8,6,,,,,,,,,,,23.0,,,,,,,,,0.0,0.0,,,,,,,91.94,62.959999999999994,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,
1948,8,7,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1948,8,9,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,86.0,57.92,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,
1948,8,10,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1948,8,11,,,,,,,,,,,38.0,,,,,,,,,0.0,0.0,,,,,,,89.06,62.059999999999995,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,
1948,8,12,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,8,14,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,89.06,51.98,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,9999.0,,,,,,,
1948,8,15,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,-99.0,,,,,,,
1948,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,,,,,,,
1948,8,17,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,91.03999999999999,60.08,,,,,,,,,,,,,,,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,
1948,8,18,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,-9.0,,,,,,,
1948,8,19,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,93.02,60.980000000000004,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,999.0,,,,,,,
1948,8,20,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,-999.0,,,,,,,
1948,8,22,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,93.02,62.959999999999994,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,9999.0,,,,,,,
1948,8,23,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,-99.0,,,,,,,
1948,8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,99.0,,,,,,,
1948,8,25,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,93.91999999999999,69.08,,,,,,,,,,,,,,,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,
1948,8,26,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,-9.0,,,,,,,
1948,8,27,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,93.02,68.0,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,999.0,,,,,,,
1948,8,28,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,8,30,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,89.96000000000001,64.04,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,9999.0,,,,,,,
1948,8,31,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,,,,-99.0,,,,,,,
1948,9,1,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,95.0,64.94,,,,,,,,,,,,,,,-9999.0,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
1948,9,2,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,-9.0,,,,,,,-9.0,,,,,,,
1948,9,3,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,93.91999999999999,60.08,,,,,,,,,,,,,,,999.0,,,,,999.0,,,,,,,999.0,,,,,,,
1948,9,4,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,-999.0,,,,,,,-999.0,,,,,,,
1948,9,6,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,86.0,62.959999999999994,,,,,,,,,,,,,,,9999.0,,,,,9999.0,,,,,,,9999.0,,,,,,,
1948,9,7,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,-99.0,,,,,,,-99.0,,,,,,,
1948,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,99.0,,,,,,,99.0,,,,,,,
1948,9,9,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,75.02,46.94,,,,,,,,,,,,,,,-9999.0,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
1948,9,10,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,-9.0,,,,,,,-9.0,,,,,,,
1948,9,11,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,75.02,44.06,,,,,,,,,,,,,,,999.0,,,,,999.0,,,,,,,999.0,,,,,,,
1948,9,12,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,-999.0,,,,,,,-999.0,,,,,,,
1948,9,14,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,82.04,48.02,,,,,,,,,,,,,,,9999.0,,,,,9999.0,,,,,,,9999.0,,,,,,,
1948,9,15,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,32.0,,,,,,,,,,,,,,,-99.0,,,,,-99.0,,,,,,,-99.0,,,,,,,
1948,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,99.0,,,,,,,99.0,,,,,,,
1948,9,17,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,91.94,50.0,,,,,,,,,,,,,,,-9999.0,,,,,-9999.0,,,,,,,-9999.0,,,,,,,
1948,9,18,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,-9.0,,,,,,,-9.0,,,,,,,
1948,9,19,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,86.0,51.08,,,,,,,,,,,,,,,999.0,,,,,999.0,,,,,,,999.0,,,,,,,
1948,9,20,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,-999.0,,,,,,,-999.0,,,,,,,
1948,9,22,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,96.08000000000001,62.059999999999995,,,,,,,,,,,,,,,9999.0,,,,,9999.0,,,,,,,9999.0,,,,,,,
1948,9,23,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,-99.0,,,,,,,-99.0,,,,,,,
1948,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,99.0,,,,,,,99.0,,,,,,,
1948,9,25,,,,,,,,,,,10.0,,,,,,,,,0.0,0.0,,,,,,,80.96,64.04,,,,,,,,,,,,,,,1.0,,,,,-9999.0,,,,,,,1.0,,,,,,,
1948,9,26,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,
1948,9,27,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,82.04,60.980000000000004,,,,,,,,,,,,,,,999.0,,,,,999.0,,,,,,,1.0,,,,,,,
1948,9,28,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,
